resource_id,description
504,"The food pantry operates on Tuesdays and Fridays from 9 AM to 5 PM. Distribution of food typically starts between 11:30 AM and 12 PM, with clients often lining up earlier due to high demand. No ID is required for services; clients only need to sign a sheet upon arrival"
ckyu129l4491483hvsj4z48qoa,"* You must live in Passaic County to register for CUMAC support. 
* Please call to register for support between the hours of 10:00 am and 12:00 pm (Monday through Friday).
* When registering, you must bring:
1. A photo ID for each individual in your household you need to shop for
2. Proof of address in Passaic County (example: rent/lease bill, utility bill).
* If you are unable to shop regularly but would like to designate a proxy, ask staff for more details during your registration.
* Please note that CUMAC is closed the first Friday of every month (""Wellness Fridays""), as well as every Friday in July (""Summer Fridays"").
* Client can visit once a month
* Needs volunteers

On-site registration required"
135,"Numbers are given out at 7:30 AM. Food distribution starts at 8:00 AM on a first-come, first-served basis. There are usually many people lining up.

On-site registration required"
692,Please check the website or their Facebook account for any updates regarding the food distribution.
cl2h521ea006404zgiju6rc4o,"If you need further information, you can call 215-624-5920"
clwf85epu00pep18fchk2nj23,To make an appointment to get food: Text FOOD to 404-994-3482 or call 478-394-4547.
cll3y5fbd008uo40hlkj7gb2o,"Previously ""Loaves & Fishes/Friendship Trays"". New name. Same mission.

This is an emergency food pantry that requires a referral. 

**How To Get A Referral:**
To get a referral please have the following information ready for each person in the household:
▪ First and Last Name
▪ Date of Birth
▪ Phone Number (if available)
▪ Current Address
▪ Gender
▪ Ethnicity
▪ Veteran Status (Y or N)
▪ Receiving Food Stamps/SNAP (Y or N)
▪ Household Income**
▪ Disability (Y or N)
▪ Email Address (if available)
▪ Date of Pick Up
▪ Preferred Pantry Location and secondary location in case the primary location is at capacity.

To access pop-up food shares for excess fresh items, no referral, ID or financial documents are required. Pre-registration is required to ensure there is enough food. Follow this link to see locations and register:  https://nourishup.org/foodshare/

Visit our website at https://nourishup.org/pantries/ under the food pantries tab for all of our location and hours."
clh0ty67f000el10fkkpatrwa,"Line starts around 8:30am

On-site registration required"
cloq92rys03frp80f3bcxloho,On-site registration required
cl8q6dw9k0002l60giqm4nfpe,"* Client can visit once a month
* Needs volunteers
* Food pantry location: annex building 88-90 Verona Ave."
652,"No food distribution at this location, need to make appointment to get food delivery or social services.
Must be reffered through any social workers"
225,"Food Pantry is located at the basement of rectory
Pre registration is required please call ahead 

On-site registration required"
clg9jdjbg0000mq0frpkym3cc,If there is a 5th Saturday in a month they will be closed
cle9rfatv0006l80f5k06cq14,Fulton County residents
clgg25yoi001smq0f2gv6st17,"Bring mobile phones, virtual check ins . FORM FILLING"
cledgr054002ll70fp1j8wo3v,Requires to call for hours. Serves those in need within zip code 07104.
ckz1dieea120443mzti227wmnk,"For food pantry be sure to make appointment every time you come to pick up pantry items, TEXT ( FOOD) TO 726879
For food pantry appointment via Plentyful please select location ( Masbia BP) for this address ."
1453,"- Line starts forming at around 8:30 please be sure to arrive early.
-"
ckz2c8vsy1934803jy32ffgfogo,serves Brownsville Community
ckx49kz2u05663jvcsp2o8y2t,Distribution starts at 3 PM .
clr6r1epg1yr71gs8dzsqqybl,"- Advised to come early
- Closed on the fifth Thursday of the month"
ckynsn3cm158143lynnz4pnygn,"Bless Philadelphia promotes the Peace, Prosperity, Health and Safety of Philadelpians through compassionate community engagement. 

Our neighborhood food pantry is currently open weekly on Sundays from 1-1:30pm

In order to receive food from our pantry, guests must be residents of Philadelphia county and must fill out the TEFAP self-declaration form

For more information about Bless Philadelphia visit blessphiladelphia.com

On-site registration required"
cle82fg6903ox0d02yzfxv2p7,On-site registration required
clj7e75ux00ipqo0hdjtg6p2c,"* Closed before, during, and after major holidays
* There is no appointment for drive thru. But you need an appointment if you are walking in.
*  They only take 25 clients as walk ins. 
*  Call 704-531-4000 to confirm if the pantry is open that week 

On-site registration required"
cli2o18k00003v8qxiuh03wow,"-They also have a seniors program, mum and baby program that require you to call ahead."
150,"* Seniors are given first choice, then other visitors can get food
* Must arrive early to get number/ticket
* Volunteers needed"
cliguvl2n0bbeqm0h23q75gmu,"Clients required to provide ID and two forms of mail for proof of address.

Except 5th Saturday 

Zip codes served: 33617, 33637"
195,On-site registration required
1555,"Appointments are given in 15-minute intervals. Only 20 appointments are given daily.

Seniors and community members must call 718.933.5300 for an appointment (date and time) for pantry pick-up. Once you are outside (Morris Ave. side) to pick up, call 718.933.5300 to let staff know you have arrived.

Distribution method is subject to change.

Referrals must speak with Maria Rivera, BronxWorks Vice President, Services For Older Adults, for approval."
ckyenuvxt007a04vtc34fhr1q,"The food pantry is now open only on Tuesdays from 5:00 PM to 8:00 PM. The Saturday distribution has been discontinued. Clients need to bring some form of ID and are encouraged to bring their own bags, though bags are also provided. No advance call is required; clients can walk in. ."
clravo4pb0iyxd8z815935mlv,"* Clients must complete intake onsite and be enrolled in one of our support service programs in order to receive a meal.  
* We are open Monday through Friday from 9:30am-1:30pm.  We see clients on a first-come, first-served basis. We offer a daily meal for guests who are receiving services.  Those services include documentation, transportation and housing assistance, mailroom services, and case management.  The meal is served between 10am-noon.

* The building is near St. Luke's Episcopal Church

On-site registration required"
778,"* For pantry items, schedule an appointment through the Plentiful app https://www.plentifulapp.com/ or text START to 726-879
* Please come, at the latest, 30 minutes before the end of the time slot"
ckytmxulj169773hvs53u7nmzv,"The food pantry is located behind the big building, in the small building. 

On-site registration required"
ckyenuvxk001s04vt5z5r8xq9,"Open to Passaic county residents
Must bring proof of address and social security card
Client can visit once a month
Needs volunteers"
clgonng8702vhzgyvb9lqznn8,On-site registration required
cle9ix64u001xmj0fazki0t7o,"- closed on the 25th of september

State ID required"
cl0lzdnqq004204u75cc9xlyj,"Food Pantry distribution - until supplies last
No need of volunteer as of now"
1454,We recommend arriving before the scheduled time as the line forms early.
cl55g5duk1427694dyficv9o3um,"- Closes when there is no food available. Posts announcement on information board in these cases. 
-  Advised to arrive 30minutes ealier"
cliow3nm501admg0h1i0damuk,"- Distribution starts at 11:00 am but you have to come early at 8 for lineup and to get tickets
- Call a day in advance to confirm distribution is still on going on the day of"
